,ID_REF,C vs P12 pvalue,C vs P12 log2fc,Ensembl_ID,Gene_Name
35563,218676_s_at,0.042080688149176676,1.1306625000000015,ENSG00000141179,PCTP
35707,218795_at,0.02277964844966665,1.1534458333333335,ENSG00000162836,ACP6
35815,218876_at,0.003620907496661926,1.3763291666666673,ENSG00000159713,TPPP3
35816,218876_at,0.003620907496661926,1.3763291666666673,ENSG00000239194,RNU1-123P
36270,219263_at,0.007530271258359078,1.6320458333333336,ENSG00000133135,RNF128
37131,220003_at,0.010959747887807946,1.4422625000000004,ENSG00000159708,LRRC36
37155,220026_at,0.041508095737154777,1.1252375,ENSG00000016602,CLCA4
37348,220178_at,0.009266529544413354,1.0557083333333335,ENSG00000161091,MFSD12
38361,221009_s_at,0.0046474380571420995,1.4465458333333334,ENSG00000167772,ANGPTL4
39191,221614_s_at,0.023002404531881807,1.0818875000000006,ENSG00000262334,RPH3AL
39192,221614_s_at,0.023002404531881807,1.0818875000000006,ENSG00000181031,RPH3AL
39868,222088_s_at,0.008931412188761362,1.4695333333333336,ENSG00000173262,SLC2A14
39869,222088_s_at,0.008931412188761362,1.4695333333333336,ENSG00000059804,SLC2A3
40648,222750_s_at,0.034908504872606695,1.296595833333333,ENSG00000128039,SRD5A3
40649,222750_s_at,0.034908504872606695,1.296595833333333,ENSG00000288695,
41173,223211_at,0.03964030783093102,1.1568750000000012,ENSG00000131373,HACL1
41222,223253_at,0.005125445417525073,1.1113749999999998,ENSG00000086289,EPDR1
41668,223605_at,0.046496028506048025,1.5568833333333334,ENSG00000182902,SLC25A18
42181,224009_x_at,0.03867283815523343,1.6652208333333336,ENSG00000073737,DHRS9
45386,226618_at,0.02136698169025741,1.1605375000000002,ENSG00000291747,UBE2QL1
45387,226618_at,0.02136698169025741,1.1605375000000002,ENSG00000215218,UBE2QL1
45391,226622_at,0.026580517404418563,1.3586083333333336,,
45624,226811_at,0.005045844069047737,1.2543083333333334,ENSG00000183508,TENT5C
46695,227722_at,0.0018652473861365624,1.1591999999999993,ENSG00000186468,RPS23
46708,227733_at,0.016621887867364613,1.2026250000000007,ENSG00000165548,TMEM63C
46849,227857_at,0.04365451435449098,1.3563541666666667,,
47468,228368_at,0.036230842526790236,1.088166666666666,ENSG00000137727,ARHGAP20
47599,228494_at,0.04268036383814874,1.1158708333333331,ENSG00000158528,PPP1R9A
47964,228796_at,0.04094868744188968,1.065129166666666,ENSG00000196353,CPNE4
48459,229222_at,0.017122328268443166,1.5261249999999977,ENSG00000111058,ACSS3
48559,229309_at,0.0024864082591649385,1.315620833333333,ENSG00000043591,ADRB1
48599,229348_at,0.037325909591763115,1.2876291666666662,ENSG00000120942,UBIAD1
48780,229497_at,0.01452609854271483,1.1713208333333336,ENSG00000166839,ANKDD1A
48818,229534_at,0.010637438450344852,1.9616041666666666,ENSG00000177465,ACOT4
48819,229534_at,0.010637438450344852,1.9616041666666666,ENSG00000288797,
49615,230180_at,0.04310725414814101,1.263629166666667,ENSG00000100201,DDX17
49622,230187_s_at,0.025567972232087215,1.0614583333333325,ENSG00000272541,
49623,230187_s_at,0.025567972232087215,1.0614583333333325,ENSG00000261584,
49624,230187_s_at,0.025567972232087215,1.0614583333333325,ENSG00000291342,
49714,230269_at,0.015188057246052863,2.4264208333333332,ENSG00000183778,B3GALT5
49750,230300_at,0.0008247438183056166,1.0943208333333327,ENSG00000143106,PSMA5
50034,230560_at,0.010683912792102096,1.375420833333333,ENSG00000168952,STXBP6
50179,230680_at,0.0009241028354135466,1.3470624999999998,ENSG00000179542,SLITRK4
50729,231180_at,0.020963002516452833,1.4085666666666672,,
51059,231470_at,0.03187542246305034,1.0124958333333338,ENSG00000268658,LINC00664
51201,231581_at,0.024058449612003884,1.1886708333333331,,
52445,232636_at,0.01604547327423359,1.1305999999999994,ENSG00000179542,SLITRK4
53362,233455_at,0.005255476987896911,1.364441666666666,,
53905,233932_at,0.03597055759503657,1.077395833333333,,
55764,235515_at,0.010686084665118974,1.1644250000000005,ENSG00000181392,SYNE4
55815,235561_at,0.01769634449711047,1.0053999999999998,ENSG00000091164,TXNL1
56041,235763_at,0.028546450167035414,4.661970833333333,ENSG00000137968,SLC44A5
56118,235831_at,0.006545222961168326,1.3831916666666668,ENSG00000151789,ZNF385D
57356,236949_at,0.02805422055853703,1.0311166666666667,,
57742,237316_at,0.02027122307548429,1.49845,ENSG00000249240,
57743,237316_at,0.02027122307548429,1.49845,ENSG00000166839,ANKDD1A
58973,238448_at,0.0008741906971806683,1.2901083333333343,ENSG00000115364,MRPL19
58994,238466_at,0.049032924089704506,1.7533374999999998,ENSG00000167232,ZNF91
59179,238632_at,0.01603302598559115,2.0933875000000013,ENSG00000260265,LINC02562
59923,239297_at,0.00017745052747224807,1.2746625000000007,ENSG00000284872,TRMT9B
59924,239297_at,0.00017745052747224807,1.2746625000000007,ENSG00000250305,TRMT9B
59982,239345_at,0.04467492409718242,1.229425,ENSG00000135917,SLC19A3
60017,239380_at,0.005830835691162689,1.556537500000001,ENSG00000236882,LINC01554
62598,241765_at,0.00542845253260792,1.2559041666666664,ENSG00000135678,CPM
63096,242223_at,0.0383092927775875,1.0092458333333338,,
63574,242664_at,0.014453203317250342,1.0126625000000002,,
64384,243403_x_at,0.01177374199776841,1.1323875,ENSG00000135678,CPM
65186,244116_at,0.023786693668433695,1.245491666666667,ENSG00000272732,
65426,244345_at,0.0015400936911305256,1.2044583333333332,,
65606,244505_at,0.009026190057704714,1.1852124999999996,ENSG00000270147,
